Fresno State,26,0.857,34.6,14.1,-3.04,0,0.56,0.9,1.98,1.185334652,0.063,0.4,0.83,0.74,0.4943
Georgia,26,0.786,37.9,19.2,6.33,3,1.86,0.97,2.19,1.233491994,0.081,0.7,0.66,0.54,0.5026
Georgia Southern,26,0.769,30.5,21.5,-5.05,0,0.13,-0.18,0.43,1.217717787,0.13,1.7,0.85,0.95,0.517
Georgia State,26,0.167,23.9,37.4,-2.41,0,-0.41,-1.62,-2.29,1.336770299,0.327,0.2,0.6,0.54,0.521
Georgia Tech,26,0.538,33.6,29.3,1.76,0,0.73,-0.62,-0.21,1.103024472,0.156,-0.8,0.66,0.52,0.5443
Hawaii,26,0.571,30.8,35.1,-4.41,0,0.03,-1.09,-0.24,1.165249433,0.195,-0.6,0.58,0.74,0.5179
Houston,26,0.615,43.9,37.2,-4.82,0,0.53,-0.69,0.8,1.484828334,0.139,0.3,0.42,0.59,0.4077
Illinois,26,0.333,26,39.4,0.79,0,-0.07,-1.05,-1.24,1.213973091,0.238,-0.6,0.64,0.62,0.4838
Indiana,26,0.417,26.4,29.9,5.61,0,0.46,-0.05,-0.45,1.115886184,0.14,0.4,0.6,0.41,0.4697
Iowa,26,0.692,31.2,17.8,3.29,0,0.42,1.09,0.81,1.265329373,0.086,0.8,0.67,0.54,0.5433
Iowa State,26,0.615,26.8,22.9,4.01,0,0.34,0.62,1,1.238869214,0.074,-0.2,0.54,0.62,0.4601
Kansas,26,0.25,23.8,30,2.14,0,-0.33,-0.04,-1.14,1.289537238,0.124,1.5,0.91,0.92,0.506
Kansas State,26,0.417,22.5,25.4,3.47,0,0.18,0,-0.98,1.180874761,0.171,0.5,0.77,0.52,0.5064
Kent State,26,0.167,23.9,36.7,-3.64,0,-0.97,-0.96,-1.64,1.358669388,0.186,-0.1,0.87,0.68,0.4635
Kentucky,26,0.769,26.6,16.8,4.37,0,0.32,0.85,0.35,1.116780459,0.083,0.1,0.47,0.9,0.5082
LSU,26,0.769,32.4,21.8,5.67,25,0.75,1,0.58,1.123031573,0.108,0.8,0.39,0.57,0.5488
Liberty,26,0.5,33.3,36.8,-6.62,0,-0.65,-0.73,-0.88,1.288918665,0.185,-0.7,0.77,0.85,0.4904
Louisiana Tech,26,0.615,24.7,23,-6.7,0,-0.61,-0.19,0.25,1.220898267,0.157,0.3,0.73,0.76,0.4975
Louisiana,26,0.5,31.9,34.2,-2.32,0,0.48,-1.24,0.26,1.362069506,0.168,-0.1,0.89,0.48,0.4767
Louisiana-Monroe,26,0.5,26.6,31.8,-4.42,0,-0.18,-0.9,0.12,1.223769596,0.17,-1,0.86,0.7,0.4502
Louisville,26,0.167,19.8,44.1,5.41,0,-0.58,-1.28,-2.52,1.154212716,0.218,-0.9,0.54,0.38,0.5281
Marshall,26,0.692,28.2,21.8,-5.92,0,-0.5,0.09,0.67,1.19697239,0.09,-0.2,0.65,0.81,0.4743
Maryland,26,0.417,28.5,28.7,4.63,0,0.21,0.17,0.37,1.383098612,0.115,0.8,0.65,0.58,0.4778
Massachusetts,26,0.333,32.8,42.9,-2.81,0,-0.49,-1.25,-1.57,1.327157066,0.258,-0.6,0.87,0.55,0.4906
Memphis,26,0.571,42.9,31.9,-3.88,0,0.45,-0.52,1.1,1.366391539,0.178,0.2,0.44,0.64,0.4785
Miami (FL),26,0.538,28.8,19.5,1.73,8,-0.39,0.97,0.88,1.308894106,0.071,-0.3,0.68,0.7,0.4958
Miami (OH),26,0.5,28.1,25.5,-2.73,0,0.01,-0.12,0.43,1.358117968,0.1,0.5,0.72,0.74,0.4795
Michigan,26,0.769,35.2,19.4,5.47,14,0.83,0.83,1.35,1.149198333,0.078,0.4,0.74,0.83,0.5855
Michigan State,26,0.538,18.7,17.2,5.08,11,-0.53,1.26,0.07,1.099687799,0.08,0.1,0.92,0.91,0.5547
Middle Tennessee State,26,0.571,28,26.7,-1.85,0,-0.16,-0.02,-0.04,1.253594461,0.148,0.2,0.86,0.61,0.5223
Minnesota,26,0.538,28.9,26.5,4.05,0,-0.11,0.44,-0.31,1.184946196,0.159,-0.3,0.69,0.66,0.538
Ole Miss,26,0.417,33.9,36.2,4.39,0,0.82,-0.35,0.42,1.235786441,0.192,-0.2,0.64,0.62,0.4477
Mississippi State,26,0.615,28.5,13.2,5.93,18,0.7,1.51,1.34,1.173399791,0.068,0.5,0.82,0.8,0.5503
Missouri,26,0.615,36.6,25.5,5.75,0,1.07,0.79,0.53,1.108591905,0.142,0,0.7,0.66,0.5124
Navy,26,0.231,25,33.5,0.68,0,-0.26,-1.08,-1.84,1.243412655,0.2,0.1,0.51,0.46,0.5586
Nebraska,26,0.333,30,31.3,4.82,0,0.39,-0.22,0.37,1.167400944,0.155,-0.3,0.59,0.7,0.4628
Nevada,26,0.615,31.1,26.9,-3.78,0,-0.6,0.34,0.2,1.27350994,0.104,-0.5,0.79,0.78,0.5106
New Mexico,26,0.25,26.6,36.2,-3.21,0,-0.97,-0.66,-1.85,1.187894709,0.238,-0.4,0.64,0.66,0.5047
New Mexico State,26,0.25,25.3,41.3,-5.84,0,-1,-1,-1.05,0,0.175,-0.7,-1,-1,-1
North Carolina,26,0.182,27.4,34.5,1.7,0,-0.18,-0.35,-0.41,1.243227052,0.195,-0.5,0.77,0.7,0.4705
North Carolina State,26,0.692,33.8,24.9,0.49,0,0.65,0.08,0.31,1.122777201,0.153,0.1,0.7,0.35,0.558
North Texas,26,0.692,34.6,24.2,-8.42,0,-0.03,-0.12,0.95,1.258485705,0.122,0.3,0.78,0.6,0.5305
Northern Illinois,26,0.571,20.1,22.6,-0.92,0,-0.78,0.24,-0.41,1.06812133,0.064,-0.1,0.68,0.63,0.4702
Northwestern,26,0.643,24.2,23.2,5.94,0,-0.08,0.66,-0.39,1.1787903,0.106,0.4,0.67,0.61,0.4644
Notre Dame,26,0.923,31.4,18.2,5.17,12,0.61,0.76,1.46,1.306721793,0.082,0.3,0.54,0.96,0.4876
Ohio,26,0.692,40.1,24.6,-5.95,0,1.14,-0.38,1.55,1.212210712,0.143,0.8,0.7,0.54,0.5774
Ohio State,26,0.929,42.4,25.5,4.1,5,1.42,0.24,0.74,1.20819871,0.151,0.4,0.72,0.51,0.4962
Oklahoma,26,0.857,48.4,33.3,6.14,7,2.32,-0.49,2.93,1.377990602,0.139,-0.1,0.55,0.52,0.4637
Oklahoma State,26,0.538,38.4,32.5,3.67,0,0.88,-0.19,-0.12,1.300020028,0.18,-0.8,0.44,0.54,0.4531
Oregon,26,0.692,34.8,25.4,-0.49,24,0.23,0.28,0.27,1.274648146,0.12,0.5,0.72,0.63,0.4174
Oregon State,26,0.167,26.1,45.7,3.56,0,0.17,-1.64,-2.45,1.298772031,0.27,-0.8,0.58,0.76,0.5152
Penn State,26,0.692,33.8,20.5,4.86,10,0.49,0.83,1.38,1.137632235,0.086,-0.1,0.51,0.53,0.4783
Pitt,26,0.5,25.6,27.8,6.55,0,0.25,0.07,-0.47,0,0.16,0.2,0.6,0.75,0.5685
Purdue,26,0.462,30.5,30,6.51,0,0.61,-0.11,0.45,1.272580185,0.179,-0.4,0.77,0.41,0.5097
Rice,26,0.154,18.9,36,-5.03,0,-1.31,-1.11,-2.13,1.332040195,0.237,-0.5,0.84,0.67,0.5363
Rutgers,26,0.083,13.5,31.4,4.1,0,-0.99,-0.08,-1.54,1.188950291,0.145,-1.2,0.6,0.81,0.4625
SMU,26,0.417,30.4,35.3,-0.8,0,-0.53,-0.24,-0.56,1.419520989,0.129,0.6,0.58,0.8,0.4329
San Diego State,26,0.538,20.6,22.2,-1.94,0,-0.62,0.34,0.13,1.300818002,0.078,-0.1,0.57,0.63,0.5246
San Jose State,26,0.083,21.3,36.6,-0.68,0,-0.91,-0.34,-1.68,0,0.176,0.3,0.9,0.49,0.4276
South Alabama,26,0.25,24.2,38.8,-2.39,0,-0.65,-1.3,-1.96,1.315144922,0.248,-0.4,0.79,0.58,0.5225
South Carolina,26,0.538,30.1,27.2,5.88,0,0.69,0.2,0.56,1.276995894,0.083,-0.7,0.84,0.47,0.4222
South Florida,26,0.538,28.5,32,-3.74,0,-0.48,-0.36,-0.08,1.26446236,0.16,-0.3,0.38,0.54,0.4727
Southern Mississippi,26,0.545,26.2,19.8,-7.36,0,-0.92,0.35,0.28,1.256797556,0.077,-0.1,0.43,0.3,0.5427
Stanford,26,0.692,28.4,22.9,2.87,13,0.47,0.24,0.5,1.241125281,0.12,0.1,0.81,0.51,0.5158
Syracuse,26,0.769,40.2,27,1.3,0,0.18,0.5,0.12,1.131169894,0.151,0.9,0.59,0.68,0.4916
Texas Christian,26,0.538,23.5,23.1,4.34,16,-0.45,0.78,0.36,1.082254899,0.109,-0.7,0.44,0.61,0.5172
Temple,26,0.615,34.9,27.1,-2.6,0,-0.02,0.23,0.82,1.252622322,0.103,0.6,0.71,0.61,0.5027
Tennessee,26,0.417,22.8,27.9,6.05,0,0.12,0.2,-0.48,1.334960866,0.132,-0.4,0.58,0.48,0.4877
Texas,26,0.714,31.1,25.9,6.3,23,0.69,0.42,-0.13,1.136793405,0.146,0.6,0.79,0.57,0.5142
Texas A&M,26,0.692,36,25.3,7.15,0,0.99,0.52,0.24,1.17728501,0.182,-0.4,0.66,0.78,0.555
Texas State,26,0.25,19.8,27.7,-6.75,0,-1.19,-0.25,-0.31,1.302660056,0.101,-0.5,0.58,0.71,0.4572
Texas Tech,26,0.417,37.3,31.1,3.76,0,0.31,-0.01,-0.67,1.114655471,0.218,-0.6,0.31,0.96,0.5308
Toledo,26,0.538,40.4,30.5,-5,0,0.24,-0.77,0.01,1.237700724,0.201,0,0.54,0.62,0.5114
Troy,26,0.769,30.7,22,-4.64,0,-0.47,0.23,0.69,1.303327194,0.093,0.5,0.44,0.59,0.4894
Tulane,26,0.538,26.8,27.5,-2.17,0,-0.53,-0.08,0.1,1.462456591,0.138,-0.2,0.86,0.44,0.5666
Tulsa,26,0.25,24.1,29.6,-3.74,0,-0.69,-0.3,-0.86,1.144671454,0.123,-0.3,0.77,0.66,0.4549
UAB,26,0.786,29.9,17,-6.44,0,-0.1,0,0.82,1.264658524,0.134,0.1,0.96,0.65,0.5306
UCF,26,0.923,43.2,22.7,-2.78,21,1.18,0.09,1.35,1.357594508,0.112,1.2,0.71,0.76,0.4124
UCLA,26,0.25,24.6,34.1,6.73,0,0.12,-0.33,-0.6,1.254660081,0.184,0.1,0.45,0.72,0.4872
Nevada-Las Vegas,26,0.333,28.8,37.3,-4.48,0,-0.2,-0.83,-1.17,1.298037517,0.182,0.1,0.7,0.66,0.4625
USC,26,0.417,26.1,27,3.39,15,-0.17,0.09,0.16,1.263749041,0.153,-0.8,0.4,0.65,0.4914
UTEP,26,0.083,17.7,32.8,-8.46,0,-1.12,-0.85,-0.93,1.235207362,0.13,-1.3,0.71,0.71,0.5019
UTSA,26,0.25,14.2,31.2,-4.4,0,-1.46,-0.69,-2.38,1.214374185,0.188,0.1,0.28,0.53,0.4561
Utah,26,0.643,28.1,19.4,3.06,0,0.12,0.67,0.54,1.094483311,0.101,-0.1,0.58,0.64,0.4751
Utah State,26,0.846,47.5,22.2,-5.88,0,0.79,0.45,2.15,1.316648082,0.08,1.2,0.69,0.65,0.4198
Vanderbilt,26,0.462,28.5,26.6,5.09,0,0.66,0.1,-0.01,1.303331438,0.147,0.8,0.58,0.52,0.5006
Virginia,26,0.615,28.5,20.1,-0.04,0,0,0.65,0.36,1.152328637,0.115,0.1,0.5,0.72,0.5391
Virginia Tech,26,0.462,29.8,31,1.55,20,0.15,-0.54,-0.89,1.255007458,0.183,0.2,0.68,0.64,0.4614
Wake Forest,26,0.538,32.8,33.3,2.41,0,0.06,-0.32,-0.68,1.147683937,0.167,0.6,0.74,0.69,0.4581
Washington,26,0.714,26.4,16.4,3.7,6,0.54,0.98,1.17,1.170227607,0.044,0.3,0.7,0.81,0.5338
Washington State,26,0.846,37.5,23.3,-0.04,0,1.24,-0.14,0.56,1.206893599,0.133,-0.2,0.49,0.61,0.5788
West Virginia,26,0.667,40.3,27.2,3.85,17,0.9,0.28,1.09,1.371216302,0.144,0.3,0.72,0.57,0.5074
Western Kentucky,26,0.25,21.1,27.8,-6.78,0,-0.84,-0.39,-0.82,1.132135019,0.156,0.2,0.47,0.69,0.5419
Western Michigan,26,0.538,32,34.5,-3.31,0,-0.02,-0.77,-0.66,1.18290486,0.226,-0.1,0.63,0.51,0.5587
Wisconsin,26,0.615,29.7,22.6,2.6,4,0.39,0.37,0.66,1.069959662,0.115,0.1,0.79,0.42,0.539
Wyoming,26,0.5,20.7,22,-2.12,0,-0.67,0.41,0.26,1.261320752,0.066,0.2,0.79,0.74,0.518
Air Force,26,0.417,31.4,32.4,-1.02,0,0.25,-1.05,-1.73,1.09893913,0.222,-1,0.33,0.18,0.558
Akron,26,0.5,22.1,28,-1.96,0,-0.81,-0.31,-1.46,1.309041804,0.16,0.6,0.63,0.51,0.4939
Alabama,4,0.929,37.1,11.9,5.46,1,1.22,1.61,2.17,1.164528526,0.029,1,0.64,0.59,0.487
Appalachian State,26,0.692,33.5,20.2,-7.72,0,-0.19,0.36,0.73,1.378339391,0.115,1.2,0.8,0.72,0.5161
Arizona,26,0.538,41.3,34.4,-0.98,0,1.07,-0.71,1.17,1.374494295,0.126,0,0.7,0.79,0.4682
Arizona State,26,0.538,31.8,32.8,3.72,0,0.37,-0.1,-0.38,1.22529987,0.188,0.2,0.72,0.7,0.5476
Arkansas,26,0.333,28.8,36.2,4.3,0,0.33,-0.66,-1.36,1.283216447,0.227,-0.1,0.55,0.58,0.5029
Arkansas State,26,0.583,37.8,25.8,-9.92,0,-0.36,-0.03,0.56,1.224313678,0.163,-0.5,0.78,0.5,0.4678
Army,26,0.769,30.7,22,-3,0,1.22,-0.88,-0.38,1.08055493,0.182,0.3,0.66,0.74,0.555
Auburn,7,0.714,33.9,18.5,6.38,12,0.9,1.54,1.65,1.138093405,0.063,0.3,0.72,0.6,0.5411
BYU,26,0.308,17.1,24.7,-1.37,0,-0.92,-0.18,-0.4,1.117794962,0.092,-0.9,0.34,0.7,0.4879
Ball State,26,0.167,17.9,40.7,-5.52,0,-0.96,-1.45,-2.52,1.123939319,0.233,-0.7,0.65,0.62,0.5113
Baylor,26,0.083,24.3,35.9,4.12,0,-0.28,-0.25,-1.33,1.42333723,0.202,-1.1,0.45,0.67,0.5164
Boise State,25,0.786,32.5,22.9,-0.48,0,0.35,0.2,1.01,1.133941502,0.063,0.9,0.6,0.5,0.4838
Boston College,26,0.538,25.7,22.8,7.08,0,0.06,0.84,-0.05,1.17658504,0.112,0.4,0.67,0.72,0.5021
Bowling Green,26,0.167,25.3,38,-2.36,0,-0.43,-1.09,-1.43,1.271289875,0.189,0.1,0.74,0.69,0.4222
Buffalo,26,0.5,28.5,24.8,-5.34,0,-0.16,-0.36,0.65,1.24177451,0.135,0.1,0.47,0.71,0.5185
California,26,0.417,27.8,28.4,1.76,0,-0.17,0.1,-0.54,1.229531635,0.143,0.2,0.38,0.78,0.4865
Central Michigan,26,0.615,28.5,27.5,-4.8,0,-0.46,0.02,0.51,1.362805489,0.114,-0.2,0.6,0.74,0.4375
Charlotte,26,0.083,14.2,32.8,-6,0,-1.33,-1.05,-1.86,1.263634038,0.168,-0.6,0.63,0.59,0.4316
Cincinnati,26,0.333,20.9,31.8,-0.76,0,-0.31,-0.9,-0.89,1.248823151,0.159,-0.6,0.7,0.64,0.4364
Clemson,1,0.857,33.3,13.6,6.84,5,0.9,1.61,1.47,1.128420483,0.068,0.2,0.32,0.62,0.5132
Coastal Carolina,26,0.25,23.7,34,-8.78,0,-0.42,-0.84,-0.01,1.280231951,0.119,-0.3,0.55,0.41,0.5216
Colorado,26,0.417,26.4,28.2,-0.36,0,-0.03,-0.41,-0.98,1.175030466,0.207,0.1,0.77,0.29,0.4658
Colorado State,26,0.538,33.4,27.8,-4.95,0,0.33,-0.75,-0.19,1.238195379,0.206,0.2,0.27,0.44,0.5609
Connecticut,26,0.25,23.6,37.9,-0.12,0,-1,-1,-1.27,-1,0.19,-0.6,-1,-1,-1
Duke,26,0.538,26.5,20.2,3.23,0,0.01,0.59,-0.33,1.130870847,0.106,-0.1,0.79,0.55,0.5288
East Carolina,26,0.25,24.9,45,-0.04,0,0.02,-1.86,-2.31,1.291183619,0.279,-0.7,0.37,0.61,0.5364
Eastern Michigan,26,0.417,26.1,23.3,-4.76,0,-0.66,0.19,0.2,1.19546481,0.115,-0.3,0.92,0.69,0.4824
Florida,26,0.364,22.1,27.3,5.37,17,-0.33,0.28,-0.81,1.219292907,0.137,-0.3,0.81,0.53,0.5279
Florida Atlantic,26,0.786,40.6,22.7,-4.78,0,0.83,-0.32,0.97,1.276580491,0.097,1,0.91,0.76,0.455
Florida International,26,0.615,25.6,28.5,-6.36,0,-0.16,-0.79,-0.47,1.228609354,0.169,-0.2,0.85,0.85,0.5226
Florida State,26,0.538,27.8,21.2,5.76,3,0.02,0.82,0.5,1.134093629,0.106,-0.7,0.6,0.8,0.5129
Fresno State,26,0.714,27.1,17.9,-1.68,0,-0.2,0.38,0.49,1.038412527,0.086,0.5,0.77,0.4,0.4825
Georgia,3,0.867,35.4,16.4,7.01,15,1.33,1.52,2.19,1.307782056,0.086,0.4,0.77,0.85,0.4803
Georgia Southern,26,0.167,20.8,32.2,-5.58,0,-0.62,-0.65,-2.03,1.094826533,0.23,0.2,0.35,0.57,0.624
Georgia State,26,0.583,20.3,24.8,-9.25,0,-0.77,-0.27,-0.13,1.238014951,0.138,0,0.65,0.62,0.4972
Georgia Tech,26,0.455,28.1,26.5,5.93,0,0.65,0.2,0.09,1.208432566,0.122,-0.8,0.62,0.82,0.6214
Hawaii,26,0.25,22.8,33.9,-5.34,0,-0.55,-1.58,-1.65,1.165249433,0.236,0,0.64,0.56,0.5534
Houston,26,0.583,28.3,23.8,-0.7,0,-0.12,0.54,0.6,1.272639307,0.11,-0.2,0.51,0.58,0.4605
Illinois,26,0.167,15.4,31.5,5.38,0,-0.9,-0.36,-1.54,1.097602301,0.106,-0.6,0.5,0.53,0.4818
Indiana,26,0.417,26.8,25.3,4.9,0,0.01,0.51,-0.03,1.182954471,0.131,-0.4,0.63,0.96,0.4727
Iowa,26,0.615,28.2,19.9,8.74,0,0.24,0.79,0.21,1.215723386,0.093,0.5,0.27,0.68,0.4895
Iowa State,26,0.615,29.2,20.9,3.85,0,0.43,0.53,0.41,1.212482786,0.096,0.7,0.86,0.65,0.5087
Kansas,26,0.083,18.7,43.4,4.23,0,-0.76,-0.77,-2.34,1.287608039,0.246,-1.4,0.78,0.38,0.4901
Kansas State,26,0.615,32.3,25.2,1.07,20,0.04,0.22,-0.15,1.235570851,0.143,0.6,0.79,0.61,0.5239
Kent State,26,0.167,12.8,35.1,-1.75,0,-1.51,-0.53,-2.02,1.17919255,0.19,-0.6,0.62,0.47,0.5422
Kentucky,26,0.538,25.5,28.2,2.92,0,0.04,-0.22,-0.51,1.252645221,0.195,0.1,0.87,0.76,0.5427
LSU,17,0.692,27.2,18.9,3.93,13,0.75,0.63,1.01,1.11001114,0.085,0.7,0.59,0.4,0.5487
Louisiana Tech,26,0.538,30.5,25.4,-5.98,0,-0.17,-0.39,-0.09,1.133198392,0.125,1.1,0.26,0.59,0.483
Louisiana,26,0.417,28.2,40,-8.35,0,-0.34,-1.07,-0.65,1.315045286,0.198,-0.3,0.4,0.69,0.512
Louisiana-Monroe,26,0.333,33.9,41,-4.88,0,0.41,-1.39,-0.74,1.299275404,0.238,-0.3,0.79,0.67,0.5116
Louisville,26,0.615,38.1,27.4,3.75,16,1.25,0.01,1.31,1.356936185,0.149,0.3,0.58,0.8,0.5161
Marshall,26,0.615,26.7,19.9,-6.44,0,-0.53,-0.06,0.53,1.318717441,0.11,-0.6,0.5,0.76,0.5322
Maryland,26,0.333,24.1,37.1,9.78,0,0.17,-0.37,-0.8,1.277271394,0.103,0,0.38,0.77,0.4469
Massachusetts,26,0.333,30.6,31.8,-7.03,0,-0.35,-0.36,0.03,1.36160443,0.122,0.1,0.74,0.84,0.454
Memphis,20,0.769,45.5,32.5,-0.79,0,0.81,0.13,1.47,1.513522522,0.149,1.2,0.87,0.51,0.4272
Miami (FL),26,0.769,29.1,21,6.29,18,0.35,0.88,1.47,1.317870041,0.088,0.9,0.37,0.55,0.4122
Miami (OH),26,0.417,24.4,24.1,-6.21,0,-0.44,-0.25,0.23,1.143213059,0.104,-0.1,0.82,0.75,0.5263
Michigan,26,0.615,25.2,18.8,6.98,11,-0.08,1.07,0.7,1.257974015,0.102,-0.3,0.46,0.22,0.5542
Michigan State,16,0.769,24.5,20,7.68,0,0.16,0.86,0.06,1.196051113,0.085,0.3,0.35,0.52,0.5759
Middle Tennessee State,26,0.538,25.5,24.7,-6.86,0,-0.65,-0.18,0.85,1.315595099,0.092,-0.9,0.81,0.59,0.4525
Minnesota,26,0.417,22.1,22.8,4.78,0,-0.25,0.1,-0.6,1.060936972,0.109,0,0.45,0.68,0.4932
Ole Miss,26,0.5,32.8,34.6,1.44,0,0.31,-0.25,0.36,1.297838451,0.167,-0.5,0.37,0.63,0.4424
Mississippi State,23,0.692,32,20.9,3.85,0,0.35,0.97,-0.21,1.063158855,0.178,-0.1,0.72,0.59,0.5612
Missouri,26,0.538,37.5,31.8,1.44,0,0.68,-0.22,1.1,1.349279626,0.158,-0.7,0.89,0.54,0.4216
Navy,26,0.538,30.5,26.3,2.69,0,0.6,-0.14,-0.21,1.144997109,0.188,-0.2,0.32,0.74,0.6009
Nebraska,26,0.333,25.8,36.4,8.18,0,0.26,-0.61,-0.88,1.274201194,0.115,-0.6,0.26,0.65,0.4788
Nevada,26,0.25,28.2,33.9,-2,0,-0.18,-0.8,0.13,1.333513894,0.167,0.1,0.61,0.81,0.4081
New Mexico,26,0.25,20.7,31.8,-2.38,0,-0.96,-0.72,-1.3,1.304160368,0.197,-1.5,0.66,0.33,0.5755
New Mexico State,26,0.538,29.3,29.7,-8.3,0,-1,-1,0.55,0,0.102,-0.2,-1,-1,-1
North Carolina,26,0.25,26,31.3,4.1,0,-0.35,-0.1,-1.46,1.287918866,0.176,-0.7,0.19,0.64,0.4392
North Carolina State,26,0.692,32.2,25.2,5.55,0,0.95,0.33,0.36,1.279725376,0.116,0.4,0.83,0.58,0.534
North Texas,26,0.643,35.5,35,-4.1,0,-0.06,-0.84,0.08,1.246118015,0.148,-0.9,0.63,0.69,0.5228
Northern Illinois,26,0.615,28.9,22,-4.32,0,-0.58,0.43,0.27,1.147791528,0.09,-0.2,0.38,0.74,0.478
Northwestern,21,0.769,29.2,20.1,5.13,0,0,0.77,0.16,1.119535149,0.089,0.5,0.67,0.77,0.5329
Notre Dame,14,0.769,34.2,21.5,8.94,0,1.03,0.85,1.46,1.414598776,0.083,0.2,0.58,0.56,0.4806
Ohio,26,0.692,39.1,24.2,-6.78,0,0.22,-0.21,0.94,1.22090108,0.133,-0.4,0.41,0.67,0.5047
Ohio State,5,0.857,41.1,19,7.89,2,1.4,1.3,2.6,1.164344077,0.054,0.4,0.68,0.57,0.4557
Oklahoma,2,0.857,45.1,27.1,5.26,7,2.11,0.09,2.35,1.384482426,0.168,0.4,0.6,0.73,0.5104
Oklahoma State,19,0.769,45,29.4,3.02,10,1.55,0.21,1.97,1.4580579,0.115,0.2,0.78,0.56,0.4627
Oregon,26,0.538,36,29,1.89,0,-0.01,0.24,0.11,1.201116124,0.14,0,0.76,0.91,0.5068
Oregon State,26,0.083,20.7,43,3.27,0,-0.57,-1.29,-1.8,1.141930826,0.218,-1.4,0.77,0.63,0.5145
Penn State,9,0.846,41.1,16.5,6.31,6,1.36,0.98,2.14,1.354955479,0.122,0.9,0.79,0.68,0.5039
Pitt,26,0.417,23.9,26.6,4.13,0,0,0.12,-0.42,0,0.154,0,0.44,0.44,0.5442
Purdue,26,0.538,25.2,20.5,6.21,0,0.03,0.75,0.42,1.173002408,0.094,0.3,0.55,0.76,0.4764
Rice,26,0.083,16.3,35.8,-4.29,0,-1.1,-1.52,-1.61,1.310523217,0.152,-1.9,0.53,0.78,0.4748
Rutgers,26,0.333,18,28.3,6.15,0,-0.63,0.04,-1.54,1.072327033,0.126,-0.7,0.6,0.76,0.4994
SMU,26,0.538,37.8,36.7,-0.76,0,0.62,-0.63,-0.39,1.359846235,0.218,0.2,0.94,0.59,0.4863
San Diego State,26,0.769,30.8,20.2,-3.87,0,-0.05,0.18,1.1,1.328238298,0.127,0.5,0.79,0.53,0.5324
San Jose State,26,0.154,15.8,41.7,-2.32,0,-1.44,-1.25,-2.11,0,0.153,-2.3,0.51,0.76,0.4314
South Alabama,26,0.333,19.8,26.5,-6.46,0,-1.27,-0.47,-1.57,1.115465901,0.167,0,0.46,0.58,0.5118
South Carolina,26,0.692,24.2,20.7,3.85,0,-0.01,0.55,0.43,1.126390901,0.053,0.7,0.91,0.72,0.4674
South Florida,26,0.833,38.3,23.5,-5.56,19,0.29,0.33,1.35,1.34498687,0.103,0.8,0.71,0.77,0.4782
Southern Mississippi,26,0.615,29.2,24.5,-8.18,0,-0.54,-0.23,0.29,1.267985559,0.12,-0.2,0.61,0.6,0.4961
Stanford,13,0.643,32.4,22.7,4.92,14,0.81,0.13,0.65,1.419263625,0.11,1.1,0.76,0.74,0.5116
Syracuse,26,0.333,27.4,32.2,5.8,0,0.09,-0.15,-1.49,1.253353848,0.182,-1,0.64,0.93,0.5154
Texas Christian,26,0.786,33.6,19,3.92,0,0.46,0.75,0.66,1.183277742,0.139,0.2,0.92,0.77,0.5032
Temple,26,0.538,25.1,25.8,-1.57,0,-0.49,0.36,0.24,1.280210631,0.092,-0.4,0.58,0.56,0.5286
Tennessee,26,0.333,19.8,29.1,3.41,25,-0.55,-0.01,-1.2,1.105499835,0.145,-0.1,0.42,0.61,0.4964
Texas,26,0.538,29.5,21.2,3.91,23,-0.52,1.15,-0.32,1.18313226,0.106,0.6,0.84,0.8,0.5072
Texas A&M,26,0.538,32.7,30.7,3.05,0,0.13,0.3,-0.21,1.302305644,0.17,0.1,0.39,0.64,0.4522
Texas State,26,0.167,17.3,33.6,-7.31,0,-0.96,-0.84,-1.68,1.265439216,0.22,-1.3,0.68,0.68,0.5156
Texas Tech,26,0.462,34.3,32.2,4.01,0,0.56,-0.17,-0.1,1.236697903,0.122,0.7,0.62,0.59,0.4938
Toledo,26,0.786,36.4,26.2,-5.04,0,0.43,-0.28,1.17,1.281844496,0.148,0.2,0.68,0.49,0.5594
Troy,26,0.846,31.5,18.5,-8.03,0,-0.16,0.32,1.02,1.256803358,0.093,0.7,0.93,0.56,0.471
Tulane,26,0.417,27.5,29.2,-0.57,0,-0.13,-0.09,-0.8,1.35297552,0.186,0.7,0.81,0.8,0.5776
Tulsa,26,0.167,29.3,37.5,0.04,0,0.09,-0.97,-1.58,1.235109118,0.254,0.1,0.29,0.75,0.4692
UAB,26,0.615,27.8,25.6,-10.62,0,-0.45,-0.43,0.13,1.17213373,0.13,0.3,-1,-1,0.4721
UCF,12,1,48.2,25.3,-0.8,0,1.08,0.63,2.11,1.427173813,0.107,1.3,0.78,0.38,0.4627
UCLA,26,0.462,32.5,36.6,4.41,0,0.59,-0.38,0.16,1.247459836,0.158,-0.7,0.68,0.4,0.461
Nevada-Las Vegas,26,0.417,28.8,31.8,-5.42,0,0.02,-1,-0.37,1.17462833,0.181,0.5,0.9,0.41,0.549
USC,26,0.786,32.6,26.1,5.09,4,0.64,0.36,1.01,1.283980922,0.133,-0.1,0.58,0.67,0.5115
UTEP,26,0,11.8,36.8,-3.67,0,-1.5,-1.21,-2.13,1.178950138,0.149,-0.5,0.57,0.71,0.4932
UTSA,26,0.545,23.5,17,-10.33,0,-0.86,-0.04,0.12,1.214374185,0.087,0.5,0.81,0.74,0.534
